region	chr	midPos	Nsites
(3453,4049)(126125,126747)(100000,150000)	JASDQU010738174.1	125000	598	0.267915
(1141,2280)(118608,136524)(100000,150000)	JASDQU010738209.1	125000	1141	0.079759
(2561,2594)(77445,77597)(50000,100000)	JASDQU010738217.1	75000	35	0.074739
(102,224)(218291,218437)(200000,250000)	JASDQU010738233.1	225000	124	0.028788
(591,1555)(398989,399999)(350000,400000)	JASDQU010738280.1	375000	966	0.494961
(1334,2026)(226294,227119)(200000,250000)	JASDQU010738349.1	225000	694	-0.025623
(2027,2527)(308978,309619)(300000,350000)	JASDQU010738349.1	325000	502	0.130971
(543,696)(184005,184160)(150000,200000)	JASDQU010738355.1	175000	155	0.028189
(3067,3488)(194432,194860)(150000,200000)	JASDQU010738364.1	175000	423	0.548625
(393,515)(55228,55359)(50000,100000)	JASDQU010738369.1	75000	124	0.015702
(752,1384)(156295,156932)(150000,200000)	JASDQU010738373.1	175000	634	0.310129
(1059,1549)(155979,159365)(150000,200000)	JASDQU010738374.1	175000	492	0.017474
(3483,3538)(79360,79447)(50000,100000)	JASDQU010738377.1	75000	57	0.036743
(1068,1924)(427210,428119)(400000,450000)	JASDQU010738398.1	425000	858	0.800103
(8,3518)(159092,168192)(150000,200000)	JASDQU010738408.1	175000	3512	0.310091
(429,1587)(66265,89541)(50000,100000)	JASDQU010738410.1	75000	1160	0.193091
(22,366)(100000,100378)(100000,150000)	JASDQU010738414.1	125000	346	0.514219
(131,612)(158808,159315)(150000,200000)	JASDQU010738437.1	175000	483	0.144103
(279,517)(208173,208508)(200000,250000)	JASDQU010738449.1	225000	240	0.023650
(518,554)(349566,349608)(300000,350000)	JASDQU010738449.1	325000	38	0.039628
(485,1098)(157563,158233)(150000,200000)	JASDQU010738455.1	175000	615	0.041794
(1639,2110)(167816,168359)(150000,200000)	JASDQU010738461.1	175000	473	0.513705
(1546,1986)(64219,64688)(50000,100000)	JASDQU010738467.1	75000	442	0.065969
(1987,2077)(102349,143245)(100000,150000)	JASDQU010738467.1	125000	92	0.065380
(486,1245)(190682,198383)(150000,200000)	JASDQU010738479.1	175000	761	0.191164
(4312,5277)(56952,57941)(50000,100000)	JASDQU010738480.1	75000	967	0.569410
(328,397)(213643,213715)(200000,250000)	JASDQU010738489.1	225000	71	0.025370
(398,618)(699762,699999)(650000,700000)	JASDQU010738489.1	675000	222	0.075248
(619,1114)(700000,700497)(700000,750000)	JASDQU010738489.1	725000	497	0.760225
(23,493)(50580,51110)(50000,100000)	JASDQU010738493.1	75000	472	0.034354
(853,2630)(200949,246774)(200000,250000)	JASDQU010738510.1	225000	1779	0.308537
(118,409)(300428,327168)(300000,350000)	JASDQU010738529.1	325000	293	0.184649
(1878,1903)(186922,186989)(150000,200000)	JASDQU010738533.1	175000	27	-0.017831
(959,1201)(99488,99770)(50000,100000)	JASDQU010738540.1	75000	244	0.266114
(107,886)(109567,110412)(100000,150000)	JASDQU010738577.1	125000	781	0.011112
(409,656)(206490,206760)(200000,250000)	JASDQU010738625.1	225000	249	0.660039
(2368,3049)(217594,218278)(200000,250000)	JASDQU010738640.1	225000	683	-0.003646
(3050,4301)(251638,281008)(250000,300000)	JASDQU010738640.1	275000	1253	0.157999
(666,668)(210629,210631)(200000,250000)	JASDQU010738642.1	225000	4	0.049928
(150,701)(217118,219485)(200000,250000)	JASDQU010738643.1	225000	553	0.022749
(702,1613)(604686,607816)(600000,650000)	JASDQU010738643.1	625000	913	0.354747
(33,175)(55118,55266)(50000,100000)	JASDQU010738646.1	75000	144	0.407615
(191,438)(236305,236552)(200000,250000)	JASDQU010738687.1	225000	249	0.046761
(543,746)(125139,125380)(100000,150000)	JASDQU010738697.1	125000	205	0.272777
(181,1153)(196608,197589)(150000,200000)	JASDQU010738702.1	175000	974	0.222065
(101,2691)(101302,107868)(100000,150000)	JASDQU010738704.1	125000	2592	0.305511
(2286,2481)(150000,150201)(150000,200000)	JASDQU010738706.1	175000	197	0.072785
(3521,4175)(176340,177178)(150000,200000)	JASDQU010738712.1	175000	656	0.000492
(4176,4938)(232651,233425)(200000,250000)	JASDQU010738712.1	225000	764	-0.002900
(336,897)(118344,119295)(100000,150000)	JASDQU010738720.1	125000	563	0.566286
(1257,1619)(150079,150473)(150000,200000)	JASDQU010738721.1	175000	364	0.071443
(630,2257)(133644,140748)(100000,150000)	JASDQU010738731.1	125000	1629	0.033449
(316,496)(455541,460580)(450000,500000)	JASDQU010738732.1	475000	182	0.039985
(143,185)(87364,87669)(50000,100000)	JASDQU010738739.1	75000	44	0.045631
(1461,2269)(90092,90902)(50000,100000)	JASDQU010738754.1	75000	810	0.677341
(2270,2768)(140719,149999)(100000,150000)	JASDQU010738754.1	125000	500	0.011999
(2475,2820)(160323,193333)(150000,200000)	JASDQU010738758.1	175000	347	-0.014781
(258,726)(190941,191412)(150000,200000)	JASDQU010738761.1	175000	470	0.435899
(29,984)(148465,149446)(100000,150000)	JASDQU010738785.1	125000	957	0.165629
(719,977)(192321,192611)(150000,200000)	JASDQU010738803.1	175000	260	0.624823
(978,1265)(252137,252452)(250000,300000)	JASDQU010738803.1	275000	289	0.567862
(855,1704)(160340,161279)(150000,200000)	JASDQU010738806.1	175000	851	0.622820
(330,530)(253721,253922)(250000,300000)	JASDQU010738829.1	275000	202	0.208769
(531,966)(301617,302239)(300000,350000)	JASDQU010738829.1	325000	437	0.547193
(1493,2239)(100905,101680)(100000,150000)	JASDQU010738833.1	125000	748	0.170742
(886,981)(126395,126530)(100000,150000)	JASDQU010738839.1	125000	97	0.053594
(174,510)(157798,158143)(150000,200000)	JASDQU010738844.1	175000	338	0.279988
(511,551)(493349,493417)(450000,500000)	JASDQU010738844.1	475000	42	0.046751
(149,1731)(87206,96128)(50000,100000)	JASDQU010738847.1	75000	1584	0.344794
(4629,5887)(126311,127585)(100000,150000)	JASDQU010738852.1	125000	1260	0.462147
(8990,9441)(100000,100963)(100000,150000)	JASDQU010738858.1	125000	453	0.272924
(1029,1048)(161030,161060)(150000,200000)	JASDQU010738859.1	175000	21	0.054152
(1324,1628)(304650,305057)(300000,350000)	JASDQU010738866.1	325000	306	0.017899
(197,571)(128896,129363)(100000,150000)	JASDQU010738869.1	125000	376	0.135352
(853,1029)(104901,105253)(100000,150000)	JASDQU010738870.1	125000	178	0.117660
(1482,1844)(82700,83167)(50000,100000)	JASDQU010738897.1	75000	364	0.277830
(1897,3291)(50000,51509)(50000,100000)	JASDQU010738908.1	75000	1396	0.023206
(139,339)(264500,264729)(250000,300000)	JASDQU010738918.1	275000	202	0.050259
(495,1272)(127241,128101)(100000,150000)	JASDQU010738936.1	125000	779	0.450727
(1273,1440)(250441,250884)(250000,300000)	JASDQU010738936.1	275000	169	0.047888
(1441,2197)(364276,376340)(350000,400000)	JASDQU010738936.1	375000	758	0.010979
(2198,2421)(476733,496449)(450000,500000)	JASDQU010738936.1	475000	225	0.087548
(38,389)(58662,59129)(50000,100000)	JASDQU010738956.1	75000	353	0.149456
(463,1725)(122990,142549)(100000,150000)	JASDQU010738978.1	125000	1264	0.344440
(2495,2718)(120402,120629)(100000,150000)	JASDQU010738991.1	125000	225	0.517288
(1981,2088)(88547,88779)(50000,100000)	JASDQU010738994.1	75000	109	0.070356
(1005,1162)(112884,113043)(100000,150000)	JASDQU010738998.1	125000	159	0.030654
(2972,3275)(298805,299198)(250000,300000)	JASDQU010739005.1	275000	305	0.009141
(671,830)(244150,244375)(200000,250000)	JASDQU010739007.1	225000	161	0.565471
(124,392)(194496,194877)(150000,200000)	JASDQU010739015.1	175000	270	0.098290
(393,696)(223206,245230)(200000,250000)	JASDQU010739015.1	225000	305	0.048536
(257,611)(159380,181107)(150000,200000)	JASDQU010739033.1	175000	356	0.189568
(612,833)(446367,446594)(400000,450000)	JASDQU010739033.1	425000	223	0.315366
(9,651)(68449,69137)(50000,100000)	JASDQU010739055.1	75000	644	0.468068
(599,1397)(293551,294446)(250000,300000)	JASDQU010739060.1	275000	800	0.082566
(202,215)(426274,426309)(400000,450000)	JASDQU010739087.1	425000	15	-0.017151
(216,362)(458641,459734)(450000,500000)	JASDQU010739087.1	475000	148	0.052592
(177,1414)(101506,103370)(100000,150000)	JASDQU010739092.1	125000	1239	0.249305
(101,650)(109903,110485)(100000,150000)	JASDQU010739115.1	125000	551	0.179152
(176,360)(138204,138393)(100000,150000)	JASDQU010739129.1	125000	186	0.042928
(62,634)(363066,363717)(350000,400000)	JASDQU010739130.1	375000	574	0.320932
(115,540)(143134,144483)(100000,150000)	JASDQU010739139.1	125000	427	0.398676
(541,1138)(157099,180302)(150000,200000)	JASDQU010739139.1	175000	599	0.143856
(701,1217)(181712,182249)(150000,200000)	JASDQU010739140.1	175000	518	0.390655
(693,845)(95770,95922)(50000,100000)	JASDQU010739153.1	75000	154	0.052651
(3278,8069)(356700,363328)(350000,400000)	JASDQU010739154.1	375000	4793	0.267638
(100,1870)(153576,155403)(150000,200000)	JASDQU010739180.1	175000	1772	0.349544
(1871,2121)(322562,323032)(300000,350000)	JASDQU010739180.1	325000	252	0.167339
(209,727)(69042,69573)(50000,100000)	JASDQU010739182.1	75000	520	0.550208
(141,753)(229062,229702)(200000,250000)	JASDQU010739185.1	225000	614	0.238853
(67,275)(114240,114450)(100000,150000)	JASDQU010739189.1	125000	210	0.435542
(13,291)(105520,119159)(100000,150000)	JASDQU010739191.1	125000	280	0.071551
(292,502)(198225,198436)(150000,200000)	JASDQU010739191.1	175000	212	0.305148
(403,1657)(121977,123233)(100000,150000)	JASDQU010739195.1	125000	1256	0.422168
(1658,1810)(173045,173234)(150000,200000)	JASDQU010739195.1	175000	154	0.179723
(534,948)(399576,399999)(350000,400000)	JASDQU010739207.1	375000	416	0.370151
(949,1128)(400000,400181)(400000,450000)	JASDQU010739207.1	425000	181	0.576016
(8,164)(178354,178660)(150000,200000)	JASDQU010739218.1	175000	158	0.108031
(560,833)(118345,118730)(100000,150000)	JASDQU010739234.1	125000	275	0.575652
(102,348)(297784,298041)(250000,300000)	JASDQU010739270.1	275000	248	0.084123
(1641,1815)(272107,272327)(250000,300000)	JASDQU010739276.1	275000	176	0.030959
(1816,2213)(327305,346903)(300000,350000)	JASDQU010739276.1	325000	399	0.158799
(2214,2740)(391857,392394)(350000,400000)	JASDQU010739276.1	375000	528	0.467349
(2414,2444)(86928,86960)(50000,100000)	JASDQU010739280.1	75000	32	0.073353
(135,476)(93603,94025)(50000,100000)	JASDQU010739288.1	75000	343	0.031483
(3274,3639)(66658,67029)(50000,100000)	JASDQU010739299.1	75000	367	0.657914
(146,815)(175943,176633)(150000,200000)	JASDQU010739310.1	175000	671	0.197257
(1222,4380)(125285,131613)(100000,150000)	JASDQU010739345.1	125000	3160	0.393437
(1526,2743)(175456,176972)(150000,200000)	JASDQU010739382.1	175000	1219	0.536008
(2744,4961)(274851,277538)(250000,300000)	JASDQU010739382.1	275000	2219	0.631883
(139,353)(135666,135886)(100000,150000)	JASDQU010739402.1	125000	216	-0.003124
(354,1492)(379507,399999)(350000,400000)	JASDQU010739402.1	375000	1140	0.140923
(671,1735)(162978,169347)(150000,200000)	JASDQU010739405.1	175000	1066	0.113770
(56,3197)(284316,288012)(250000,300000)	JASDQU010739409.1	275000	3143	0.453435
(994,2277)(107126,110356)(100000,150000)	JASDQU010739431.1	125000	1285	0.057426
(965,1269)(233045,233370)(200000,250000)	JASDQU010739495.1	225000	306	0.339772
(1439,2890)(219583,221052)(200000,250000)	JASDQU010739497.1	225000	1453	0.064893
(253,494)(50000,99999)(50000,100000)	JASDQU010739499.1	75000	243	0.235930
(495,1281)(100000,101079)(100000,150000)	JASDQU010739499.1	125000	788	0.182164
(284,1684)(105188,106597)(100000,150000)	JASDQU010739514.1	125000	1402	0.276617
(328,1610)(264490,267212)(250000,300000)	JASDQU010739533.1	275000	1284	0.243116
(27,143)(117564,117801)(100000,150000)	JASDQU010739575.1	125000	118	0.089538
(2150,3521)(58857,62201)(50000,100000)	JASDQU010739582.1	75000	1373	0.486033
(1698,2600)(171636,172553)(150000,200000)	JASDQU010739664.1	175000	904	0.076864
(391,454)(112968,113042)(100000,150000)	JASDQU010739669.1	125000	65	0.307863
(1088,1110)(192852,192875)(150000,200000)	JASDQU010739673.1	175000	24	0.016056
(1111,2400)(236212,237521)(200000,250000)	JASDQU010739673.1	225000	1291	0.104113
(446,1351)(120786,135805)(100000,150000)	JASDQU010739692.1	125000	907	0.034319
(719,1336)(210079,210899)(200000,250000)	JASDQU010739697.1	225000	619	0.014991
(1583,1719)(220977,245702)(200000,250000)	JASDQU010739699.1	225000	138	0.089378
(1888,6127)(208384,224228)(200000,250000)	JASDQU010739700.1	225000	4241	0.758663
(6128,7387)(261486,263244)(250000,300000)	JASDQU010739700.1	275000	1261	0.713869
(1284,1993)(116420,117148)(100000,150000)	JASDQU010739703.1	125000	711	0.456776
(1154,1729)(198827,199434)(150000,200000)	JASDQU010739706.1	175000	577	0.106588
(3155,3169)(90928,90953)(50000,100000)	JASDQU010739737.1	75000	16	0.139000
(423,579)(183515,183681)(150000,200000)	JASDQU010739743.1	175000	158	0.078884
(580,763)(200826,201015)(200000,250000)	JASDQU010739743.1	225000	185	0.045811
(764,1101)(313542,313981)(300000,350000)	JASDQU010739743.1	325000	339	0.090415
(1660,5381)(200059,237611)(200000,250000)	JASDQU010739752.1	225000	3723	0.489266
(5382,6216)(288381,289266)(250000,300000)	JASDQU010739752.1	275000	836	0.207331
(1738,3562)(52114,53951)(50000,100000)	JASDQU010739759.1	75000	1826	0.321648
(3517,4157)(211144,212447)(200000,250000)	JASDQU010739773.1	225000	642	0.317467
(774,9068)(68091,95221)(50000,100000)	JASDQU010739779.1	75000	8296	0.795284
(9069,9219)(163934,164084)(150000,200000)	JASDQU010739779.1	175000	152	0.368986
(351,3491)(115853,124364)(100000,150000)	JASDQU010739789.1	125000	3142	0.293158
(2468,2811)(214604,215242)(200000,250000)	JASDQU010739797.1	225000	345	-0.009392
(62,1050)(107880,109007)(100000,150000)	JASDQU010739802.1	125000	990	0.433045
(553,559)(131607,131614)(100000,150000)	JASDQU010739830.1	125000	8	0.044684
(1983,4645)(50432,53136)(50000,100000)	JASDQU010739847.1	75000	2664	0.436629
(617,1057)(273617,274061)(250000,300000)	JASDQU010739871.1	275000	442	0.116318
(1096,1385)(157375,157775)(150000,200000)	JASDQU010739874.1	175000	291	0.595936
(1381,1491)(108060,111679)(100000,150000)	JASDQU010739889.1	125000	112	0.152667
(253,261)(220417,220425)(200000,250000)	JASDQU010739907.1	225000	10	0.056739
(140,284)(154776,154926)(150000,200000)	JASDQU010739920.1	175000	146	0.196366
(952,1281)(121292,121721)(100000,150000)	JASDQU010739946.1	125000	331	0.617191
(1682,4775)(373939,389600)(350000,400000)	JASDQU010739955.1	375000	3095	0.335609
(34,156)(298751,298879)(250000,300000)	JASDQU010739960.1	275000	124	-0.011825
(630,717)(80835,80950)(50000,100000)	JASDQU010739961.1	75000	89	0.023393
(536,556)(166838,166868)(150000,200000)	JASDQU010739963.1	175000	22	0.049833
(3,2322)(142071,144410)(100000,150000)	JASDQU010739968.1	125000	2321	0.485627
(2323,6371)(185716,199999)(150000,200000)	JASDQU010739968.1	175000	4050	0.406753
(628,857)(105523,105755)(100000,150000)	JASDQU010739971.1	125000	231	-0.012780
(858,1098)(196980,197224)(150000,200000)	JASDQU010739971.1	175000	242	0.088156
(1392,1586)(266668,266890)(250000,300000)	JASDQU010739981.1	275000	196	0.054064
(2265,3394)(100000,103192)(100000,150000)	JASDQU010750296.1	125000	1131	0.567726
(137,164)(61572,61681)(50000,100000)	JASDQU010750345.1	75000	29	0.004681
(3951,4251)(52592,53077)(50000,100000)	JASDQU010750355.1	75000	302	-0.008656
(111,289)(86622,86825)(50000,100000)	JASDQU010750468.1	75000	180	0.091244
(862,2741)(54251,99206)(50000,100000)	JASDQU010750867.1	75000	1881	0.305043
(648,946)(61479,61848)(50000,100000)	JASDQU010750877.1	75000	300	0.016882
(546,2301)(51951,55248)(50000,100000)	JASDQU010750987.1	75000	1757	0.341492
(4224,5012)(50559,60081)(50000,100000)	JASDQU010751038.1	75000	790	0.344846
(30,3908)(55897,63453)(50000,100000)	JASDQU010751389.1	75000	3880	0.621481
(681,706)(59161,59187)(50000,100000)	JASDQU010751449.1	75000	27	0.052362
(187,966)(57128,57908)(50000,100000)	JASDQU010751757.1	75000	781	0.214408
(37,201)(50419,50585)(50000,100000)	JASDQU010751759.1	75000	166	0.162280
(358,1132)(60062,60845)(50000,100000)	JASDQU010751894.1	75000	776	0.358395
(340,416)(67025,67112)(50000,100000)	JASDQU010752212.1	75000	78	0.265249
(827,1504)(50856,58073)(50000,100000)	JASDQU010752440.1	75000	679	0.020029
(1184,1316)(69902,70039)(50000,100000)	JASDQU010752583.1	75000	134	0.085837
(374,429)(70897,70973)(50000,100000)	JASDQU010752655.1	75000	57	0.017461
(1,1962)(72325,76611)(50000,100000)	JASDQU010752754.1	75000	1963	0.032786
(176,650)(50000,50499)(50000,100000)	JASDQU010752819.1	75000	476	0.372005
(53,775)(78355,79080)(50000,100000)	JASDQU010752822.1	75000	724	0.440134
(165,781)(75500,76117)(50000,100000)	JASDQU010753111.1	75000	618	0.429372
(854,2344)(75628,77278)(50000,100000)	JASDQU010753471.1	75000	1492	0.352124
(312,768)(63704,64198)(50000,100000)	JASDQU010753600.1	75000	458	0.461458
(4380,4704)(381608,382052)(350000,400000)	JASDQU010753649.1	375000	326	0.201674
(83,194)(74070,74188)(50000,100000)	JASDQU010753844.1	75000	113	0.144796
(195,2222)(108512,142143)(100000,150000)	JASDQU010753844.1	125000	2029	0.394950
(912,3861)(50000,60017)(50000,100000)	JASDQU010753871.1	75000	2951	0.098397
(2163,4140)(52354,72234)(50000,100000)	JASDQU010753988.1	75000	1979	0.655544
(309,620)(50907,51226)(50000,100000)	JASDQU010754167.1	75000	313	0.149982
(932,1002)(51101,51185)(50000,100000)	JASDQU010754215.1	75000	72	0.000825
(159,1486)(55781,57147)(50000,100000)	JASDQU010754483.1	75000	1329	0.695024
(452,682)(50000,50234)(50000,100000)	JASDQU010754586.1	75000	232	0.204516
(51,704)(51181,51866)(50000,100000)	JASDQU010754741.1	75000	655	0.840799
(483,560)(50000,50089)(50000,100000)	JASDQU010755001.1	75000	79	0.036892
(862,909)(171339,171388)(150000,200000)	JASDQU010790031.1	175000	49	0.019829
(702,1065)(292679,293089)(250000,300000)	JASDQU010790038.1	275000	365	0.186271
(8,889)(150000,189115)(150000,200000)	JASDQU010790043.1	175000	883	0.279810
(1077,1199)(90219,90356)(50000,100000)	JASDQU010790072.1	75000	124	0.435103
(1797,1857)(192195,192275)(150000,200000)	JASDQU010790110.1	175000	62	0.064509
(255,346)(186861,186976)(150000,200000)	JASDQU010790114.1	175000	93	0.169243
(296,1477)(62789,64217)(50000,100000)	JASDQU010790161.1	75000	1183	0.149612
(42,878)(55962,76381)(50000,100000)	JASDQU010790171.1	75000	838	0.194980
(179,1180)(69471,70474)(50000,100000)	JASDQU010790174.1	75000	1003	0.252414
(3,766)(84541,85304)(50000,100000)	JASDQU010790214.1	75000	765	0.258299
(767,965)(175625,175826)(150000,200000)	JASDQU010790214.1	175000	200	0.039361
(279,983)(159490,168016)(150000,200000)	JASDQU010790220.1	175000	706	0.031478
(1190,2049)(100714,101574)(100000,150000)	JASDQU010790239.1	125000	861	0.081647
(602,3178)(118766,121378)(100000,150000)	JASDQU010790241.1	125000	2578	0.359813
(3179,3193)(316200,316225)(300000,350000)	JASDQU010790241.1	325000	16	0.087870
(556,1181)(191403,192051)(150000,200000)	JASDQU010790255.1	175000	627	0.544431
(820,1548)(53381,54127)(50000,100000)	JASDQU010815204.1	75000	730	0.284834
(1535,1816)(59376,59658)(50000,100000)	JASDQU010815396.1	75000	283	0.365620
(145,599)(51698,52236)(50000,100000)	JASDQU010815606.1	75000	456	0.606083
(85,945)(50050,51348)(50000,100000)	JASDQU010815612.1	75000	862	0.180178
(192,1063)(198128,199021)(150000,200000)	JASDQU010815688.1	175000	873	0.499522
(660,1998)(157616,158990)(150000,200000)	JASDQU010815693.1	175000	1340	0.299663
(324,3941)(52336,55986)(50000,100000)	JASDQU010816204.1	75000	3619	0.187743
(448,695)(59381,90067)(50000,100000)	JASDQU010816213.1	75000	249	0.036569
(667,989)(59428,59828)(50000,100000)	JASDQU010816255.1	75000	324	0.106283
(147,363)(57303,63174)(50000,100000)	JASDQU010816454.1	75000	218	0.060322
(1222,1843)(58848,59473)(50000,100000)	JASDQU010816608.1	75000	623	0.448490
(2009,2579)(57223,57807)(50000,100000)	JASDQU010816639.1	75000	572	0.067933
(2046,4801)(50008,53442)(50000,100000)	JASDQU010817002.1	75000	2757	0.437430
